familie,instanz,verfahren,seed,n_in,m_in,delta_in,n,m,delta_eff,augmentiert,bump,sonderfall_vn,k,k_papier,steigungen,steigungen_schranke,steigungen_strikt,breite,breite_schranke,hoehe,hoehe_schranke,teile,verifiziert,zeit_ms,strategie
stern,stern k=40,thm4,-1,41,40,40,41,79,40,1,0,0,,,20,20,21,78,117,94342,95982,,1,13.088,
stern,stern k=40,thm1,-1,41,40,40,41,80,40,1,0,0,268960,268960,39,112,181,2886,806880,10220480,49623120,40,1,47.226,
pfad,pfad n=40,thm4,-1,40,39,2,40,40,4,1,0,0,,,2,2,2,39,40,3159,3241,,1,0.882,
pfad,pfad n=40,thm1,-1,40,39,2,40,74,5,1,0,0,32000,32000,7,7,10,162,96000,800081,5760000,27,1,29.080,
spinne,spinne legs=3 len=2,thm4,-1,7,6,3,7,8,4,1,0,0,,,2,2,3,5,9,114,134,,1,0.118,
spinne,spinne legs=3 len=2,thm1,-1,7,6,3,7,12,5,1,0,0,980,980,5,7,15,18,2940,2940,30870,5,1,0.433,
spinne,spinne legs=3 len=3,thm4,-1,10,9,3,10,11,4,1,0,0,,,2,2,3,8,12,225,251,,1,0.165,
spinne,spinne legs=3 len=3,thm1,-1,10,9,3,10,17,5,1,0,0,2000,2000,5,7,15,28,6000,8014,90000,6,1,0.859,
spinne,spinne legs=3 len=4,thm4,-1,13,12,3,13,14,4,1,0,0,,,2,2,3,11,15,372,404,,1,0.220,
spinne,spinne legs=3 len=4,thm1,-1,13,12,3,13,21,5,1,0,0,3380,3380,5,7,15,50,10140,20305,197730,8,1,1.497,
spinne,spinne legs=6 len=2,thm4,-1,13,12,6,13,17,6,1,0,0,,,3,3,4,16,21,768,812,,1,0.408,
spinne,spinne legs=6 len=2,thm1,-1,13,12,6,13,23,6,1,0,0,4056,4056,7,10,28,69,12168,24336,237276,8,1,1.596,
spinne,spinne legs=6 len=3,thm4,-1,19,18,6,19,23,6,1,0,0,,,3,3,4,22,27,1476,1532,,1,0.691,
spinne,spinne legs=6 len=3,thm1,-1,19,18,6,19,31,6,1,0,0,8664,8664,5,10,28,120,25992,86640,740772,12,1,3.866,
spinne,spinne legs=6 len=4,thm4,-1,25,24,6,25,29,6,1,0,0,,,3,3,4,28,33,2400,2468,,1,1.025,
spinne,spinne legs=6 len=4,thm1,-1,25,24,6,25,43,6,1,0,0,15000,15000,8,10,28,153,45000,195051,1687500,15,1,7.500,
spinne,spinne legs=9 len=2,thm4,-1,19,18,9,19,26,10,1,0,0,,,5,5,6,25,33,2988,3122,,1,1.004,
spinne,spinne legs=9 len=2,thm1,-1,19,18,9,19,35,9,1,0,0,12996,12996,11,19,42,282,38988,116964,1111158,11,1,4.374,
spinne,spinne legs=9 len=3,thm4,-1,28,27,9,28,35,10,1,0,0,,,5,5,6,34,42,5699,5867,,1,2.039,
spinne,spinne legs=9 len=3,thm1,-1,28,27,9,28,48,9,1,0,0,28224,28224,11,19,42,432,84672,366984,3556224,15,1,9.263,
spinne,spinne legs=9 len=4,thm4,-1,37,36,9,37,44,10,1,0,0,,,5,5,6,43,51,9218,9422,,1,3.114,
spinne,spinne legs=9 len=4,thm1,-1,37,36,9,37,65,9,1,0,0,49284,49284,12,19,42,546,147852,1035055,8205786,23,1,22.134,
spinne,spinne legs=12 len=2,thm4,-1,25,24,12,25,35,12,1,0,0,,,6,6,7,34,45,6505,6776,,1,2.001,
spinne,spinne legs=12 len=2,thm1,-1,25,24,12,25,47,12,1,0,0,30000,30000,13,28,55,531,90000,360000,3375000,14,1,8.149,
spinne,spinne legs=12 len=3,thm4,-1,37,36,12,37,47,12,1,0,0,,,6,6,7,46,57,12352,12692,,1,3.846,
spinne,spinne legs=12 len=3,thm1,-1,37,36,12,37,61,12,1,0,0,65712,65712,11,28,55,891,197136,1051392,10941048,18,1,20.556,
spinne,spinne legs=12 len=4,thm4,-1,49,48,12,49,59,12,1,0,0,,,6,6,7,58,69,19924,20336,,1,6.184,
spinne,spinne legs=12 len=4,thm1,-1,49,48,12,49,87,12,1,0,0,115248,115248,14,28,55,1557,345744,3111869,25412184,29,1,45.406,
gitter,gitter 3x3,thm4,-1,9,12,4,9,12,4,0,0,0,,,2,2,2,7,15,248,280,,1,0.089,
gitter,gitter 3x3,thm1,-1,9,12,4,9,14,5,1,0,0,1620,1620,6,7,19,26,4860,6493,65610,6,1,0.530,
gitter,gitter 4x4,thm4,-1,16,24,4,16,24,4,0,0,0,,,2,2,2,12,32,975,1041,,1,0.153,
gitter,gitter 4x4,thm1,-1,16,24,4,16,26,5,1,0,0,5120,5120,6,7,19,60,15360,46110,368640,11,1,2.064,
gitter,gitter 5x5,thm4,-1,25,40,4,25,40,4,0,0,0,,,2,2,2,19,55,2664,2776,,1,0.244,
gitter,gitter 5x5,thm1,-1,25,40,4,25,43,5,1,0,0,12500,12500,6,7,19,122,37500,212561,1406250,19,1,7.869,
gitter,gitter 6x6,thm4,-1,36,60,4,36,60,4,0,0,0,,,2,2,2,28,84,5915,6085,,1,0.387,
gitter,gitter 6x6,thm1,-1,36,60,4,36,62,5,1,0,0,25920,25920,6,7,19,226,77760,648113,4199040,27,1,19.800,
gitter,gitter 7x7,thm4,-1,49,84,4,49,84,4,0,0,0,,,2,2,2,39,119,11472,11712,,1,0.598,
gitter,gitter 7x7,thm1,-1,49,84,4,49,87,5,1,0,0,48020,48020,6,7,19,392,144060,1776936,10588410,39,1,51.537,
gitter,gitter 8x8,thm4,-1,64,112,4,64,112,4,0,0,0,,,2,2,2,52,160,20223,20545,,1,0.874,
gitter,gitter 8x8,thm1,-1,64,112,4,64,114,5,1,0,0,81920,81920,6,7,19,628,245760,4014394,23592960,51,1,107.324,
gitter,gitter 9x9,thm4,-1,81,144,4,81,144,4,0,0,0,,,2,2,2,67,207,33200,33616,,1,1.248,
gitter,gitter 9x9,thm1,-1,81,144,4,81,147,5,1,0,0,131220,131220,6,7,19,956,393660,8529778,47829690,67,1,221.527,
gitter,gitter 10x10,thm4,-1,100,180,4,100,180,4,0,0,0,,,2,2,2,84,260,51579,52101,,1,1.711,
gitter,gitter 10x10,thm1,-1,100,180,4,100,182,5,1,0,0,200000,200000,6,7,19,1380,600000,16200690,90000000,83,1,398.912,
gitter,gitter 11x11,thm4,-1,121,220,4,121,220,4,0,0,0,,,2,2,2,103,319,76680,77320,,1,2.477,
gitter,gitter 11x11,thm1,-1,121,220,4,121,223,5,1,0,0,292820,292820,6,7,19,1932,878460,29575786,159440490,103,1,715.116,
gitter,gitter 12x12,thm4,-1,144,264,4,144,264,4,0,0,0,,,2,2,2,124,384,109967,110737,,1,3.180,
gitter,gitter 12x12,thm1,-1,144,264,4,144,266,5,1,0,0,414720,414720,6,7,19,2606,1244160,50182423,268738560,123,1,1172.747,
referenz,K4,thm4,-1,4,6,3,4,6,4,0,0,0,,,2,2,2,3,8,51,69,,1,0.094,
referenz,K4,thm1,-1,4,6,3,4,6,5,0,0,0,320,320,5,7,7,6,2160,323,19440,3,1,0.121,
referenz,Oktaeder,thm4,-1,6,12,4,6,12,6,0,1,0,,,3,3,3,9,18,281,313,,1,0.099,
referenz,Oktaeder,thm1,-1,6,12,4,6,12,5,0,0,0,720,720,7,7,7,14,2160,2167,19440,5,1,0.301,
referenz,Ikosaeder,thm4,-1,12,30,5,12,30,6,0,0,0,,,3,3,3,19,48,1617,1693,,1,0.171,
referenz,Ikosaeder,thm1,-1,12,30,5,12,30,5,0,0,1,2880,2880,7,7,7,44,8640,25945,155520,11,1,1.402,
referenz,Rad W8,thm4,-1,9,16,8,9,16,8,0,0,0,,,4,4,4,15,23,756,838,,1,0.094,
referenz,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,2592,2592,9,16,16,70,7776,15566,104976,8,1,0.623,
referenz,Paper Abb. 1,thm4,-1,13,25,5,13,25,6,0,0,0,,,3,3,3,17,37,1344,1420,,1,0.148,
referenz,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,3380,3380,7,7,7,52,10140,30446,197730,11,1,1.472,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,6,2592,9,16,16,70,7776,50,104976,8,1,0.611,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,9,2592,9,16,16,70,7776,68,104976,8,1,0.610,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,14,2592,9,16,16,70,7776,98,104976,8,1,0.612,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,22,2592,9,16,16,70,7776,146,104976,8,1,0.684,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,34,2592,9,16,16,70,7776,218,104976,8,1,0.622,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,52,2592,9,16,16,70,7776,326,104976,8,1,0.615,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,81,2592,9,16,16,70,7776,500,104976,8,1,0.605,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,125,2592,9,16,16,70,7776,764,104976,8,1,0.606,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,192,2592,9,16,16,70,7776,1166,104976,8,1,0.605,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,297,2592,9,16,16,70,7776,1796,104976,8,1,0.810,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,458,2592,9,16,16,70,7776,2762,104976,8,1,0.653,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,706,2592,9,16,16,70,7776,4250,104976,8,1,0.616,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,1089,2592,9,16,16,70,7776,6548,104976,8,1,0.612,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,1680,2592,9,16,16,70,7776,10094,104976,8,1,0.607,
ksweep,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,2592,2592,9,16,16,70,7776,15566,104976,8,1,0.607,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,3,5120,7,7,7,82,15360,89,368640,10,1,2.164,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,5,5120,7,7,7,76,15360,98,368640,10,1,2.153,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,9,5120,7,7,7,74,15360,127,368640,10,1,2.129,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,15,5120,7,7,7,74,15360,172,368640,10,1,2.350,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,25,5120,7,7,7,72,15360,236,368640,10,1,2.129,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,43,5120,7,7,7,72,15360,380,368640,10,1,2.136,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,73,5120,7,7,7,72,15360,620,368640,10,1,2.156,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,124,5120,7,7,7,72,15360,1028,368640,10,1,2.147,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,211,5120,7,7,7,72,15360,1724,368640,10,1,2.324,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,359,5120,7,7,7,72,15360,2908,368640,10,1,2.169,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,611,5120,7,7,7,72,15360,4924,368640,10,1,2.155,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,1039,5120,7,7,7,72,15360,8348,368640,10,1,2.132,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,1768,5120,7,7,7,72,15360,14180,368640,10,1,2.164,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,3009,5120,7,7,7,72,15360,24108,368640,10,1,2.147,
ksweep,Antiprisma A8,thm1,-1,16,32,4,16,32,5,0,0,0,5120,5120,7,7,7,72,15360,40996,368640,10,1,2.327,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,15,69632,36,43,43,1372,208896,743,10027008,31,1,20.145,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,27,69632,36,43,43,1330,208896,1067,10027008,31,1,19.909,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,50,69632,36,43,43,1330,208896,1745,10027008,31,1,20.062,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,92,69632,36,43,43,1316,208896,2854,10027008,31,1,20.160,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,167,69632,36,43,43,1330,208896,4938,10027008,31,1,20.235,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,306,69632,36,43,43,1330,208896,8969,10027008,31,1,20.121,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,559,69632,36,43,43,1330,208896,16306,10027008,31,1,19.934,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,1022,69632,36,43,43,1330,208896,29733,10027008,31,1,20.063,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,1868,69632,36,43,43,1330,208896,54267,10027008,31,1,19.995,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,3414,69632,36,43,43,1330,208896,99101,10027008,31,1,20.064,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,6240,69632,36,43,43,1330,208896,181055,10027008,31,1,20.010,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,11405,69632,36,43,43,1330,208896,330840,10027008,31,1,19.854,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,20845,69632,36,43,43,1330,208896,604600,10027008,31,1,20.164,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,38098,69632,36,43,43,1330,208896,1104937,10027008,31,1,19.884,
ksweep,Triangulierung n=32 s=4242,thm1,-1,32,90,17,32,90,17,0,0,0,69632,69632,36,43,43,1330,208896,2019423,10027008,31,1,20.028,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,3,3380,7,7,7,52,10140,53,197730,11,1,1.429,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,5,3380,7,7,7,52,10140,71,197730,11,1,1.456,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,8,3380,7,7,7,52,10140,98,197730,11,1,1.464,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,14,3380,7,7,7,52,10140,152,197730,11,1,1.660,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,22,3380,7,7,7,52,10140,224,197730,11,1,1.445,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,37,3380,7,7,7,52,10140,359,197730,11,1,1.429,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,61,3380,7,7,7,52,10140,575,197730,11,1,1.424,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,101,3380,7,7,7,52,10140,935,197730,11,1,1.419,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,166,3380,7,7,7,52,10140,1520,197730,11,1,1.418,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,275,3380,7,7,7,52,10140,2501,197730,11,1,1.451,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,454,3380,7,7,7,52,10140,4112,197730,11,1,1.419,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,750,3380,7,7,7,52,10140,6776,197730,11,1,1.658,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,1239,3380,7,7,7,52,10140,11177,197730,11,1,1.451,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,2046,3380,7,7,7,52,10140,18440,197730,11,1,1.429,
ksweep,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,3380,3380,7,7,7,52,10140,30446,197730,11,1,1.433,
kwahl,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,2592,2592,9,16,16,70,7776,15566,104976,8,1,0.627,papier
kwahl,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,6,2592,9,16,16,70,7776,50,104976,8,1,0.614,minimal
kwahl,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,2591,2592,9,16,16,70,7776,15560,104976,8,1,0.610,modellprobe
kwahl,Rad W8,thm1,-1,9,16,8,9,16,8,0,0,0,9,2592,9,16,16,70,7776,68,104976,8,1,0.608,quadratisch
kwahl,Oktaeder,thm1,-1,6,12,4,6,12,5,0,0,0,720,720,7,7,7,14,2160,2167,19440,5,1,0.261,papier
kwahl,Oktaeder,thm1,-1,6,12,4,6,12,5,0,0,0,3,720,7,7,7,14,2160,16,19440,5,1,0.251,minimal
kwahl,Oktaeder,thm1,-1,6,12,4,6,12,5,0,0,0,719,720,7,7,7,14,2160,2164,19440,5,1,0.242,modellprobe
kwahl,Oktaeder,thm1,-1,6,12,4,6,12,5,0,0,0,3,720,7,7,7,14,2160,16,19440,5,1,0.243,quadratisch
kwahl,Ikosaeder,thm1,-1,12,30,5,12,30,5,0,0,1,2880,2880,7,7,7,44,8640,25945,155520,11,1,1.411,papier
kwahl,Ikosaeder,thm1,-1,12,30,5,12,30,5,0,0,1,3,2880,7,7,7,52,8640,68,155520,11,1,1.383,minimal
kwahl,Ikosaeder,thm1,-1,12,30,5,12,30,5,0,0,1,2879,2880,7,7,7,44,8640,25936,155520,11,1,1.454,modellprobe
kwahl,Ikosaeder,thm1,-1,12,30,5,12,30,5,0,0,1,3,2880,7,7,7,52,8640,68,155520,11,1,1.389,quadratisch
kwahl,K4,thm1,-1,4,6,3,4,6,5,0,0,0,320,320,5,7,7,6,2160,323,19440,3,1,0.096,papier
kwahl,K4,thm1,-1,4,6,3,4,6,5,0,0,0,3,320,5,7,7,6,2160,6,19440,3,1,0.087,minimal
kwahl,K4,thm1,-1,4,6,3,4,6,5,0,0,0,319,320,5,7,7,6,2160,322,19440,3,1,0.085,modellprobe
kwahl,K4,thm1,-1,4,6,3,4,6,5,0,0,0,3,320,5,7,7,6,2160,6,19440,3,1,0.084,quadratisch
kwahl,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,3380,3380,7,7,7,52,10140,30446,197730,11,1,1.444,papier
kwahl,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,3,3380,7,7,7,52,10140,53,197730,11,1,1.441,minimal
kwahl,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,3379,3380,7,7,7,52,10140,30437,197730,11,1,1.424,modellprobe
kwahl,Paper Abb. 1,thm1,-1,13,25,5,13,25,5,0,0,0,3,3380,7,7,7,52,10140,53,197730,11,1,1.432,quadratisch
kwahl,prisma n=8,thm1,-1,8,12,3,8,12,5,0,0,0,1280,1280,5,7,7,24,3840,3852,46080,5,1,0.352,papier
kwahl,prisma n=8,thm1,-1,8,12,3,8,12,5,0,0,0,3,1280,5,7,7,24,3840,21,46080,5,1,0.335,minimal
kwahl,prisma n=8,thm1,-1,8,12,3,8,12,5,0,0,0,1279,1280,5,7,7,24,3840,3849,46080,5,1,0.330,modellprobe
kwahl,prisma n=8,thm1,-1,8,12,3,8,12,5,0,0,0,4,1280,5,7,7,24,3840,24,46080,5,1,0.328,quadratisch
kwahl,antiprisma n=8,thm1,-1,8,16,4,8,16,5,0,0,0,1280,1280,7,7,7,20,3840,5130,46080,6,1,0.423,papier
kwahl,antiprisma n=8,thm1,-1,8,16,4,8,16,5,0,0,0,3,1280,7,7,7,22,3840,26,46080,6,1,0.421,minimal
kwahl,antiprisma n=8,thm1,-1,8,16,4,8,16,5,0,0,0,1279,1280,7,7,7,20,3840,5126,46080,6,1,0.414,modellprobe
kwahl,antiprisma n=8,thm1,-1,8,16,4,8,16,5,0,0,0,3,1280,7,7,7,22,3840,26,46080,6,1,0.639,quadratisch
kwahl,prisma n=16,thm1,-1,16,24,3,16,24,5,0,0,0,5120,5120,5,7,7,80,15360,35880,368640,9,1,1.875,papier
kwahl,prisma n=16,thm1,-1,16,24,3,16,24,5,0,0,0,3,5120,5,7,7,80,15360,61,368640,9,1,1.852,minimal
kwahl,prisma n=16,thm1,-1,16,24,3,16,24,5,0,0,0,5119,5120,5,7,7,80,15360,35873,368640,9,1,1.871,modellprobe
kwahl,prisma n=16,thm1,-1,16,24,3,16,24,5,0,0,0,6,5120,5,7,7,80,15360,82,368640,9,1,1.849,quadratisch
kwahl,antiprisma n=16,thm1,-1,16,32,4,16,32,5,0,0,0,5120,5120,7,7,7,72,15360,40996,368640,10,1,2.172,papier
kwahl,antiprisma n=16,thm1,-1,16,32,4,16,32,5,0,0,0,3,5120,7,7,7,82,15360,89,368640,10,1,2.151,minimal
kwahl,antiprisma n=16,thm1,-1,16,32,4,16,32,5,0,0,0,5119,5120,7,7,7,72,15360,40988,368640,10,1,2.282,modellprobe
kwahl,antiprisma n=16,thm1,-1,16,32,4,16,32,5,0,0,0,3,5120,7,7,7,82,15360,89,368640,10,1,2.147,quadratisch
kwahl,prisma n=32,thm1,-1,32,48,3,32,48,5,0,0,0,20480,20480,5,7,7,288,61440,307344,2949120,17,1,12.606,papier
kwahl,prisma n=32,thm1,-1,32,48,3,32,48,5,0,0,0,3,20480,5,7,7,288,61440,189,2949120,17,1,12.598,minimal
kwahl,prisma n=32,thm1,-1,32,48,3,32,48,5,0,0,0,20479,20480,5,7,7,288,61440,307329,2949120,17,1,12.586,modellprobe
kwahl,prisma n=32,thm1,-1,32,48,3,32,48,5,0,0,0,10,20480,5,7,7,288,61440,294,2949120,17,1,12.608,quadratisch
kwahl,antiprisma n=32,thm1,-1,32,64,4,32,64,5,0,0,0,20480,20480,7,7,7,272,61440,327816,2949120,18,1,14.078,papier
kwahl,antiprisma n=32,thm1,-1,32,64,4,32,64,5,0,0,0,3,20480,7,7,7,332,61440,325,2949120,18,1,14.231,minimal
kwahl,antiprisma n=32,thm1,-1,32,64,4,32,64,5,0,0,0,20479,20480,7,7,7,272,61440,327800,2949120,18,1,14.115,modellprobe
kwahl,antiprisma n=32,thm1,-1,32,64,4,32,64,5,0,0,0,3,20480,7,7,7,332,61440,325,2949120,18,1,14.105,quadratisch
kwahl,prisma n=64,thm1,-1,64,96,3,64,96,5,0,0,0,81920,81920,5,7,7,1088,245760,2540064,23592960,33,1,90.956,papier
kwahl,prisma n=64,thm1,-1,64,96,3,64,96,5,0,0,0,3,81920,5,7,7,1088,245760,637,23592960,33,1,90.901,minimal
kwahl,prisma n=64,thm1,-1,64,96,3,64,96,5,0,0,0,81919,81920,5,7,7,1088,245760,2540033,23592960,33,1,90.766,modellprobe
kwahl,prisma n=64,thm1,-1,64,96,3,64,96,5,0,0,0,18,81920,5,7,7,1088,245760,1102,23592960,33,1,92.077,quadratisch
kwahl,antiprisma n=64,thm1,-1,64,128,4,64,128,5,0,0,0,81920,81920,7,7,7,1056,245760,2621968,23592960,34,1,101.682,papier
kwahl,antiprisma n=64,thm1,-1,64,128,4,64,128,5,0,0,0,3,81920,7,7,7,1346,245760,1249,23592960,34,1,101.908,minimal
kwahl,antiprisma n=64,thm1,-1,64,128,4,64,128,5,0,0,0,81919,81920,7,7,7,1056,245760,2621936,23592960,34,1,101.672,modellprobe
kwahl,antiprisma n=64,thm1,-1,64,128,4,64,128,5,0,0,0,6,81920,7,7,7,1186,245760,1265,23592960,34,1,102.560,quadratisch
kwahl,prisma n=128,thm1,-1,128,192,3,128,192,5,0,0,0,327680,327680,5,7,7,4224,983040,20645952,188743680,65,1,683.146,papier
kwahl,prisma n=128,thm1,-1,128,192,3,128,192,5,0,0,0,3,327680,5,7,7,4224,983040,2301,188743680,65,1,681.141,minimal
kwahl,prisma n=128,thm1,-1,128,192,3,128,192,5,0,0,0,327679,327680,5,7,7,4224,983040,20645889,188743680,65,1,682.102,modellprobe
kwahl,prisma n=128,thm1,-1,128,192,3,128,192,5,0,0,0,34,327680,5,7,7,4224,983040,4254,188743680,65,1,681.226,quadratisch
kwahl,antiprisma n=128,thm1,-1,128,256,4,128,256,5,0,0,0,327680,327680,7,7,7,4160,983040,20973600,188743680,66,1,769.293,papier
kwahl,antiprisma n=128,thm1,-1,128,256,4,128,256,5,0,0,0,3,327680,7,7,7,5420,983040,4885,188743680,66,1,768.596,minimal
kwahl,antiprisma n=128,thm1,-1,128,256,4,128,256,5,0,0,0,327679,327680,7,7,7,4160,983040,20973536,188743680,66,1,769.092,modellprobe
kwahl,antiprisma n=128,thm1,-1,128,256,4,128,256,5,0,0,0,11,327680,7,7,7,4458,983040,4913,188743680,66,1,768.335,quadratisch
kwahl,rad m=4,thm1,-1,5,8,4,5,8,5,0,0,0,500,500,6,7,7,12,2160,1006,19440,4,1,0.185,papier
kwahl,rad m=4,thm1,-1,5,8,4,5,8,5,0,0,0,3,500,6,7,7,12,2160,12,19440,4,1,0.158,minimal
kwahl,rad m=4,thm1,-1,5,8,4,5,8,5,0,0,0,499,500,6,7,7,12,2160,1004,19440,4,1,0.150,modellprobe
kwahl,rad m=4,thm1,-1,5,8,4,5,8,5,0,0,0,3,500,6,7,7,12,2160,12,19440,4,1,0.147,quadratisch
kwahl,doppelrad m=4,thm1,-1,6,12,4,6,12,5,0,0,0,720,720,7,7,7,14,2160,2167,19440,5,1,0.260,papier
kwahl,doppelrad m=4,thm1,-1,6,12,4,6,12,5,0,0,0,3,720,7,7,7,14,2160,16,19440,5,1,0.247,minimal
kwahl,doppelrad m=4,thm1,-1,6,12,4,6,12,5,0,0,0,719,720,7,7,7,14,2160,2164,19440,5,1,0.244,modellprobe
kwahl,doppelrad m=4,thm1,-1,6,12,4,6,12,5,0,0,0,3,720,7,7,7,14,2160,16,19440,5,1,0.243,quadratisch
kwahl,rad m=8,thm1,-1,9,16,8,9,16,8,0,0,0,2592,2592,9,16,16,70,7776,15566,104976,8,1,0.637,papier
kwahl,rad m=8,thm1,-1,9,16,8,9,16,8,0,0,0,6,2592,9,16,16,70,7776,50,104976,8,1,0.610,minimal
kwahl,rad m=8,thm1,-1,9,16,8,9,16,8,0,0,0,2591,2592,9,16,16,70,7776,15560,104976,8,1,0.837,modellprobe
kwahl,rad m=8,thm1,-1,9,16,8,9,16,8,0,0,0,9,2592,9,16,16,70,7776,68,104976,8,1,0.639,quadratisch
kwahl,doppelrad m=8,thm1,-1,10,24,8,10,24,8,0,0,0,3200,3200,13,16,16,55,9600,22411,144000,9,1,0.824,papier
kwahl,doppelrad m=8,thm1,-1,10,24,8,10,24,8,0,0,0,6,3200,13,16,16,55,9600,53,144000,9,1,0.802,minimal
kwahl,doppelrad m=8,thm1,-1,10,24,8,10,24,8,0,0,0,3199,3200,13,16,16,55,9600,22404,144000,9,1,0.798,modellprobe
kwahl,doppelrad m=8,thm1,-1,10,24,8,10,24,8,0,0,0,6,3200,13,16,16,55,9600,53,144000,9,1,0.807,quadratisch
kwahl,rad m=12,thm1,-1,13,24,12,13,24,12,0,0,0,8112,8112,13,28,28,198,24336,81142,474552,12,1,1.579,papier
kwahl,rad m=12,thm1,-1,13,24,12,13,24,12,0,0,0,10,8112,13,28,28,198,24336,122,474552,12,1,1.552,minimal
